Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.3899993896484,68.9860000610352,68.7959976196289,68.5670013427734,68.0279998779297,68.2200012207031,68.4609985351563,68.5830001831055,68.697998046875,68.7870025634766,68.7369995117188,68.318000793457,68.3209991455078,68.3840026855469,68.2050018310547,68.3840026855469,68.3610000610352,68.6460037231445,68.572998046875,68.5709991455078,68.6380004882813,68.2220001220703,67.6119995117188,66.9130020141602,66.1780014038086,65.4390029907227,64.6800003051758,64.5630035400391,64.3820037841797,58.6889991760254,58.4949989318848
Albania,ALB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.379997253418,51.4599990844727,54.9630012512207,58.0320014953613,62.7130012512207,62.3009986877441,60.6599998474121,58.1549987792969,56.6749992370605,57.4860000610352,57.7540016174316,58.0099983215332,57.443000793457,56.6520004272461,55.617000579834,54.5130004882813,52.9290008544922,53.4490013122559,56.4529991149902,55.6479988098145,58.5279998779297,55.5480003356934,50.3819999694824,50.4959983825684,52.9280014038086,54.3429985046387,56.8470001220703,58.7610015869141,59.8950004577637,56.8050003051758,58.3899993896484
Algeria,DZA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.5800018310547,57.7809982299805,56.7879981994629,55.9710006713867,52.8040008544922,55.3759994506836,57.3429985046387,55.8559989929199,54.0730018615723,52.4490013122559,53.8740005493164,54.4930000305176,55.6570014953613,59.3720016479492,60.6980018615723,62.3779983520508,61.0359992980957,62.3059997558594,62.7319984436035,63.3610000610352,60.1399993896484,61.398998260498,63.7459983825684,60.4469985961914,60.2029991149902,61.0719985961914,61.0379981994629,61.0200004577637,61.0439987182617,57.3470001220703,57.75
American Samoa,ASM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.5800018310547,75.5970001220703,75.5609970092773,75.5820007324219,75.5510025024414,75.5619964599609,75.5270004272461,75.4670028686523,75.3820037841797,75.2880020141602,75.2839965820313,75.2689971923828,75.1969985961914,75.1600036621094,75.1230010986328,75.1709976196289,75.2180023193359,75.2470016479492,75.2529983520508,72.6940002441406,74.2829971313477,74.3359985351563,74.3349990844727,74.3190002441406,74.2639999389648,74.2200012207031,74.1620025634766,74.0630035400391,73.943000793457,72.5719985961914,72.7779998779297
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.8960037231445,70.5110015869141,69.0589981079102,67.8010025024414,62.8629989624023,63.5880012512207,66.0009994506836,66.9349975585938,65.4489974975586,64.7310028076172,61.8549995422363,59.1879997253418,64.2220001220703,65.9899978637695,67.3820037841797,68.515998840332,69.0429992675781,68.9380035400391,67.9309997558594,68.6969985961914,69.625,69.0670013427734,68.661003112793,67.5979995727539,66.9219970703125,66.0179977416992,65.3539962768555,64.9010009765625,64.6790008544922,59.0219993591309,65.0780029296875
Armenia,ARM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.0499992370605,62.0209999084473,60.6870002746582,59.8610000610352,60.693000793457,60.1990013122559,59.7239990234375,59.5419998168945,58.3190002441406,58.1559982299805,57.9589996337891,57.7550010681152,57.5719985961914,57.4339981079102,57.2459983825684,57.1030006408691,56.9580001831055,54.1839981079102,52.5279998779297,56.060001373291,55.8470001220703,56.5470008850098,58.0859985351563,56.5800018310547,55.0040016174316,54.4420013427734,53.9249992370605,53.6100006103516,53.8849983215332,49.7299995422363,50.5559997558594
Aruba,ABW,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.2200012207031,65.7089996337891,65.0550003051758,66.2249984741211,67.3290023803711,67.1360015869141,66.6920013427734,66.8740005493164,67.0950012207031,67.3820037841797,66.7910003662109,67.0380020141602,67.2789993286133,67.6839981079102,68.5210037231445,68.8170013427734,69.5250015258789,69.693000793457,68.1350021362305,68.6389999389648,68.5869979858398,67.9960021972656,67.2760009765625,66.6500015258789,66.7620010375977,66.5719985961914,66.7470016479492,67.1750030517578,67.379997253418,65.4100036621094,66.7480010986328
Austria,AUT,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.2539978027344,67.2249984741211,66.4830017089844,68.2959976196289,67.713996887207,66.0820007324219,65.5839996337891,65.4550018310547,66.0989990234375,65.5579986572266,65.2249984741211,64.5400009155273,64.7030029296875,61.3359985351563,62.7849998474121,63.4339981079102,64.536003112793,64.8359985351563,63.6240005493164,63.7470016479492,63.8479995727539,63.6129989624023,63.3279991149902,62.5429992675781,62.3580017089844,62.5019989013672,62.8610000610352,63.7360000610352,63.9049987792969,62.5250015258789,62.0769996643066
Azerbaijan,AZE,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.7369995117188,78.5739974975586,78.2470016479492,78.3870010375977,78.6149978637695,77.9020004272461,76.8219985961914,75.5780029296875,74.5009994506836,73.2399978637695,71.7990036010742,70.4400024414063,69.338996887207,68.2170028686523,67.7149963378906,66.8509979248047,67.2060012817383,66.6549987792969,65.1510009765625,64.8610000610352,64.5339965820313,64.713996887207,65.213996887207,65.6139984130859,65.8769989013672,66.8359985351563,67.1699981689453,67.3170013427734,66.9629974365234,62.890998840332,63.6399993896484
"Bahamas, The",BHS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.8160018920898,68.8960037231445,70.495002746582,70.7890014648438,70.6640014648438,72.8099975585938,72.9089965820313,76.7580032348633,78.3379974365234,77.2819976806641,76.2269973754883,74.5550003051758,73.0449981689453,73.2030029296875,72.8040008544922,74.1220016479492,73.9199981689453,73.1039962768555,66.9300003051758,66.0090026855469,64.9390029907227,68.4720001220703,63.7379989624023,65.9860000610352,67.379997253418,67.3219985961914,69.3399963378906,67.9700012207031,67.9010009765625,60.5169982910156,62.1689987182617
Bahrain,BHR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.9810028076172,88.4960021972656,88.1539993286133,87.7689971923828,87.5410003662109,87.4380035400391,87.2220001220703,87.004997253418,86.6230010986328,86.2480010986328,85.322998046875,85.4889984130859,85.6220016479492,85.7279968261719,85.8290023803711,85.8789978027344,85.9789962768555,86.1480026245117,86.4240036010742,86.8290023803711,85.9400024414063,86.181999206543,86.4440002441406,86.5989990234375,86.5930023193359,86.3050003051758,85.9199981689453,85.6149978637695,85.4000015258789,82.4359970092773,82.7190017700195
