Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.165639996528625,..,0.153459995985031,0.185350000858307,0.16227999329567,0.164409995079041,0.165040001273155,0.265049993991852,0.23633000254631,0.185939997434616,..,..,..,..,..,..,0.172619998455048,..,..,..,0.474530011415482,..,..,..,..,..,..,..,..,..,..,..,..,0.283560007810593,0.282169997692108,..,..,..,..,0.236389994621277,..,0.345649987459183,..,..,0.275999993085861,..,..,..,0.345230013132095,..,0.38688999414444,..
Albania,ALB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.508880019187927,0.501160025596619,..,..,..,..,..,0.823849976062775,..,..,1.0182900428772,..,0.946120023727417,0.898370027542114,0.84961998462677,0.866190016269684,0.944389998912811,1.02190005779266,1.05876994132996,1.09546995162964,1.09377002716064,1.09365999698639,1.02230000495911,1.09899997711182,1.06796002388,1.11321997642517,1.20876002311707,1.21510994434357,1.30814003944397,1.30467998981476,1.33835005760193,1.35890996456146,1.36918997764587,1.35769999027252,1.31113004684448,1.25381994247437,1.27065002918243,1.23838996887207,1.26672995090485,1.26223003864288,1.27293002605438,1.28419005870819,1.28940999507904,1.30338001251221,1.29877996444702,1.32128000259399,1.34487998485565,1.36299002170563,1.35992002487183,1.36875998973846,..
Algeria,DZA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07253003120422,1.21791005134583,1.20448994636536,1.28249001502991,..,1.30172002315521,1.30741000175476,1.31114995479584,1.32483994960785,1.33654999732971,1.3468199968338,1.36090004444122,1.40208005905151,1.32897996902466,1.39722001552582,1.39932000637054,1.41051995754242,..
American Samoa,ASM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.19518995285034,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.194509997963905,..,..,..,..,..,..,..,0.687619984149933,0.630479991436005,..,..,0.652540028095245,..,..,..,..,..,..,..,..,0.369249999523163,..,0.796609997749329,..,0.785409986972809,0.825659990310669,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56110000610352,1.62698996067047,1.51899003982544,1.5547000169754,..,..,..,..,..,..,..,..,..
Argentina,ARG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.760850012302399,0.830370008945465,0.864189982414246,0.841470003128052,0.827099978923798,0.904359996318817,0.907100021839142,0.901520013809204,0.987720012664795,0.971249997615814,1.0037100315094,1.11291003227234,1.10846996307373,1.12917995452881,1.11309003829956,1.08616995811462,1.10242998600006,1.11189997196198,..,..,..,..,..,..,..,..,..,..,..,1.37496995925903,1.34043002128601,1.31064999103546,1.31521999835968,1.3269100189209,1.28571999073029,1.30315005779266,1.33393001556396,1.33378005027771,1.33478999137878,1.32969999313354,1.32957994937897,1.35423004627228,1.35987997055054,1.37505996227264,1.37992000579834,1.38714003562927,1.3965300321579,1.39915001392365,1.39617002010345,1.40682995319366,..,..
Armenia,ARM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.19788002967834,1.24212002754211,1.24817001819611,1.22509002685547,1.2919100522995,1.2851300239563,1.24726998806,1.23448002338409,1.22514998912811,1.19249999523163,1.17982995510101,1.15666997432709,1.1538200378418,1.11728000640869,1.1229100227356,1.16085994243622,1.21184003353119,1.21487998962402,1.24787998199463,1.25343000888824,1.30533003807068,..
Aruba,ABW,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13513994216919,1.33977997303009,1.33644998073578,1.33247995376587,1.29899001121521,1.32223999500275,1.30564999580383,1.31670999526978,1.26705002784729,1.27076995372772,1.30209004878998,1.29197001457214,1.33299994468689,1.33091998100281,1.54640996456146,1.55953001976013,1.55798995494843,1.48461997509003,..,..,..,..,..
Australia,AUS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.504000008106232,0.535830020904541,0.560549974441528,0.591970026493073,0.652310013771057,0.702859997749329,0.761229991912842,0.775200009346008,0.807810008525848,0.836610019207001,0.856959998607636,0.851809978485107,0.868279993534088,0.891040027141571,0.903389990329742,0.944850027561188,0.986109972000122,1.03919005393982,1.07472002506256,1.11105000972748,1.13350999355316,1.15384995937347,1.15822994709015,0.988810002803802,1.0101900100708,1.04298996925354,1.05820000171661,1.06464004516602,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.30770003795624,1.30055999755859,1.29622995853424,1.26203000545502,1.26248002052307,1.27971005439758,..
Austria,AUT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.429879993200302,0.482910007238388,0.529100000858307,0.551180005073547,0.593540012836456,0.624189972877502,0.645659983158112,0.682640016078949,0.707899987697601,0.731840014457703,0.750140011310577,0.77539998292923,0.80757999420166,0.82134997844696,0.84223997592926,0.861570000648499,0.864329993724823,0.875750005245209,0.873809993267059,0.881720006465912,0.872259974479675,0.887730002403259,0.900089979171753,0.916639983654022,0.942870020866394,0.965560019016266,0.982339978218079,1.00278997421265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.16430997848511,1.16147994995117,1.16176998615265,1.15832996368408,1.15585005283356,1.16297996044159,1.17975997924805,..,..
Azerbaijan,AZE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.757420003414154,..,..,..,..,0.889819979667664,..,..,..,..,0.662500023841858,0.642949998378754,0.702970027923584,0.779659986495972,0.877009987831116,0.947120010852814,0.950860023498535,..,..,..,..,..,..,..,..,1.04493999481201,1.01916003227234,0.981429994106293,0.986810028553009,0.989369988441467,1.0160299539566,1.04551994800568,1.10141003131866,1.12430000305176,1.13967001438141,1.15074002742767,1.12962996959686,1.1274299621582,1.1380900144577,1.15891003608704,..
"Bahamas, The",BHS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.55332005023956,..,..,..,..,..,..,1.63050997257233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,1.30885004997253,1.34688997268677,1.46552002429962,1.30887997150421,1.28100001811981,1.35506999492645,1.35705995559692,1.03992998600006,0.843100011348724,1.00454998016357,0.918900012969971,1.05638003349304,..,..,1.279629945755,1.37457001209259,1.2433500289917,1.37502002716064,..,..,1.27640998363495,1.37029004096985,1.34662997722626,1.36629998683929,1.38146996498108,1.40369999408722,..,..,1.43666005134583,..,..,..,1.54307997226715,..,1.67365002632141,1.68273997306824,..,..,..,..,1.41561996936798,1.50802004337311,1.55306994915009,1.49451994895935,1.4782600402832,1.46468997001648,1.47171998023987,1.45472002029419,1.44511997699738,1.42351996898651,..
