,Code,Year,Deaths,Fertility,GDP ,GenderInequality,LifeExpectancy,tertiary_education,Income
5545,EGY,1886,1.0,0.9924769927448018,0.0,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5546,EGY,1887,1.0,0.9924769927448018,9.593171639369916e-05,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5547,EGY,1888,1.0,0.9924769927448018,0.00010200467180569524,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5548,EGY,1889,1.0,0.9924769927448018,0.00012958703822495314,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5549,EGY,1890,1.0,0.9924769927448018,0.00015713376230832283,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5550,EGY,1891,1.0,0.9924769927448018,0.00018026637700102125,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5551,EGY,1892,1.0,0.9924769927448018,0.00020058943378162118,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5552,EGY,1893,1.0,0.9924769927448018,0.00022428143000491715,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5553,EGY,1894,1.0,0.9924769927448018,0.00016437802090876896,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5554,EGY,1895,1.0,0.9924769927448018,0.0002476156178044651,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5555,EGY,1896,1.0,0.9924769927448018,0.00037696774902812406,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5556,EGY,1897,1.0,0.9924769927448018,0.00032379307738925154,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5557,EGY,1898,1.0,0.9924769927448018,0.00044896665258713756,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5558,EGY,1899,1.0,0.9924769927448018,0.0005516284915029786,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5559,EGY,1900,1.0,0.9924769927448018,0.0007330872246784149,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5560,EGY,1901,1.0,0.9924769927448018,0.0007476119382411418,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5561,EGY,1902,1.0,0.9924769927448018,0.0008385515115067083,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5562,EGY,1903,1.0,0.9924769927448018,0.0010130078184073233,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5563,EGY,1904,1.0,0.9924769927448018,0.0011646242209902803,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5564,EGY,1905,1.0,0.9924769927448018,0.0012915342058419938,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5565,EGY,1906,1.0,0.9924769927448018,0.0015295840116550778,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5566,EGY,1907,1.0,0.9924769927448018,0.0016921972752490925,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5567,EGY,1908,1.0,0.9924769927448018,0.0016653890677523389,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5568,EGY,1909,1.0,0.9924769927448018,0.00169555430313394,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5569,EGY,1910,1.0,0.9924769927448018,0.0018977028582665252,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5570,EGY,1911,1.0,0.9924769927448018,0.0018987608631489265,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5571,EGY,1912,1.0,0.9924769927448018,0.0018644649949859202,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5572,EGY,1913,1.0,0.9924769927448018,0.001967655466992331,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5573,EGY,1914,1.0,0.9924769927448018,0.0018753671175601354,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5574,EGY,1915,1.0,0.9924769927448018,0.002025982210582544,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5575,EGY,1916,1.0,0.9924769927448018,0.0025471843358078287,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5576,EGY,1917,1.0,0.9924769927448018,0.0033367289281954816,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5577,EGY,1918,1.0,0.9924769927448018,0.004176491540421126,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5578,EGY,1919,1.0,0.9924769927448018,0.004716483640295531,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5579,EGY,1920,1.0,0.9924769927448018,0.0051507908586772965,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5580,EGY,1921,1.0,0.9924769927448018,0.004165043517614344,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5581,EGY,1922,1.0,0.9924769927448018,0.003952666904809056,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5582,EGY,1923,1.0,0.9924769927448018,0.0038558309257330954,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5583,EGY,1924,1.0,0.9924769927448018,0.004071995598609567,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5584,EGY,1925,1.0,0.9924769927448018,0.004269929493692203,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5585,EGY,1926,1.0,0.9924769927448018,0.004122899502569263,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5586,EGY,1927,1.0,0.9924769927448018,0.003996941703644179,1.0,0.07692307692307689,0.011214953271028047,lower_middle_income
5587,EGY,1928,1.0,0.9924769927448018,0.004060157541536486,1.0,0.021634615384615346,0.011214953271028047,lower_middle_income
5588,EGY,1929,1.0,0.9924769927448018,0.00406655026225724,1.0,0.019230769230769242,0.011214953271028047,lower_middle_income
5589,EGY,1930,1.0,0.9924769927448018,0.0038361792560619333,1.0,0.13461538461538453,0.011214953271028047,lower_middle_income
5590,EGY,1931,1.0,0.9924769927448018,0.0036164632768687257,1.0,0.06490384615384612,0.011214953271028047,lower_middle_income
5591,EGY,1932,1.0,0.9924769927448018,0.0035738453849641152,1.0,0.028846153846153823,0.011214953271028047,lower_middle_income
5592,EGY,1933,1.0,0.9924769927448018,0.0035070786101057045,1.0,0.06009615384615375,0.011214953271028047,lower_middle_income
5593,EGY,1934,1.0,0.9924769927448018,0.0036055718654628087,1.0,0.04086538461538459,0.011214953271028047,lower_middle_income
5594,EGY,1935,1.0,0.9924769927448018,0.0038312074272185037,1.0,0.08173076923076926,0.011214953271028047,lower_middle_income
5595,EGY,1936,1.0,0.9924769927448018,0.003911707027886851,1.0,0.0360576923076923,0.011214953271028047,lower_middle_income
5596,EGY,1937,1.0,0.9924769927448018,0.0039434331390349135,1.0,0.11298076923076919,0.011214953271028047,lower_middle_income
5597,EGY,1938,1.0,0.9924769927448018,0.00394438015405271,1.0,0.12019230769230758,0.011214953271028047,lower_middle_income
5598,EGY,1939,1.0,0.9924769927448018,0.003901052739586014,1.0,0.14903846153846148,0.011214953271028047,lower_middle_income
5599,EGY,1940,1.0,0.9924769927448018,0.004401096613916427,1.0,0.110576923076923,0.011214953271028047,lower_middle_income
5600,EGY,1941,1.0,0.9924769927448018,0.005691929792260848,1.0,0.1418269230769231,0.011214953271028047,lower_middle_income
5601,EGY,1942,1.0,0.9924769927448018,0.007560702154305091,1.0,0.016826923076923055,0.011214953271028047,lower_middle_income
5602,EGY,1943,1.0,0.9924769927448018,0.010392390078808508,1.0,0.0,0.011214953271028047,lower_middle_income
5603,EGY,1944,1.0,0.9924769927448018,0.012415532537064873,1.0,0.08653846153846147,0.011214953271028047,lower_middle_income
5604,EGY,1945,1.0,0.9924769927448018,0.013599821354998399,1.0,0.06009615384615375,0.011214953271028047,lower_middle_income
5605,EGY,1946,1.0,0.9924769927448018,0.014652238454820696,1.0,0.110576923076923,0.011214953271028047,lower_middle_income
5606,EGY,1947,1.0,0.9924769927448018,0.01570465555464299,1.0,0.15144230769230768,0.011214953271028047,lower_middle_income
5607,EGY,1948,1.0,0.9924769927448018,0.016757072654465285,1.0,0.15384615384615385,0.011214953271028047,lower_middle_income
5608,EGY,1949,1.0,0.9924769927448018,0.017809489754287585,1.0,0.16586538461538464,0.011214953271028047,lower_middle_income
5609,EGY,1950,1.0,0.9924769927448018,0.01886190685410988,1.0,0.13461538461538453,0.011214953271028047,lower_middle_income
5610,EGY,1951,1.0,0.993572576325656,0.019914323953932174,1.0,0.1418269230769231,0.011214953271028047,lower_middle_income
5611,EGY,1952,1.0,0.997589716122121,0.021689907674381243,1.0,0.18990384615384617,0.011214953271028047,lower_middle_income
5612,EGY,1953,1.0,1.0,0.0210270237551694,1.0,0.21634615384615372,0.011214953271028047,lower_middle_income
5613,EGY,1954,1.0,0.9862930320884257,0.021831952540038037,1.0,0.2548076923076922,0.011214953271028047,lower_middle_income
5614,EGY,1955,1.0,0.9762623557481618,0.024294097032546372,1.0,0.2860576923076923,0.011214953271028047,lower_middle_income
5615,EGY,1956,1.0,0.9706870526367044,0.02694563270939374,1.0,0.3004807692307691,0.011214953271028047,lower_middle_income
5616,EGY,1957,1.0,0.9618493450844816,0.028318754253512275,1.0,0.31971153846153844,0.011214953271028047,lower_middle_income
5617,EGY,1958,1.0,0.9541559137167064,0.029904940880012217,1.0,0.3365384615384614,0.011214953271028047,lower_middle_income
5618,EGY,1959,1.0,0.9504796221453959,0.031893595592452785,1.0,0.3557692307692307,0.011214953271028047,lower_middle_income
5619,EGY,1960,1.0,0.9438574280566782,0.03191726949049516,1.0,0.3749999999999999,0.011214953271028047,lower_middle_income
5620,EGY,1961,0.9798848743601181,0.9401080975799776,0.03388224735008831,1.0,0.3894230769230768,0.011214953271028047,lower_middle_income
5621,EGY,1962,0.9578550339399126,0.9343623703559429,0.03017972888503557,1.0,0.408653846153846,0.011214953271028047,lower_middle_income
5622,EGY,1963,0.9373666754664651,0.9253298923893459,0.03129251733042423,1.0,0.4302884615384615,0.011214953271028047,lower_middle_income
5623,EGY,1964,0.9192421249389324,0.906972780834591,0.03514183937466313,1.0,0.44951923076923067,0.011214953271028047,lower_middle_income
5624,EGY,1965,0.9054021659642,0.876515557286848,0.0414836694880808,1.0,0.4639423076923076,0.011214953271028047,lower_middle_income
5625,EGY,1966,0.8954310839227682,0.8559672785703851,0.043362570921828644,1.0,0.4735576923076922,0.011214953271028047,lower_middle_income
5626,EGY,1967,0.8897172837146073,0.8374640892048496,0.04597713607791886,1.0,0.4735576923076922,0.011214953271028047,lower_middle_income
5627,EGY,1968,0.8870196903077805,0.8202512538345424,0.05810181219543554,1.0,0.48317307692307676,0.011214953271028047,lower_middle_income
5628,EGY,1969,0.8860699189508212,0.7980474265958999,0.06534100182782228,1.0,0.48076923076923056,0.011214953271028047,lower_middle_income
5629,EGY,1970,0.8854144856821209,0.7793738131177873,0.07323538402188162,1.0,0.48557692307692296,0.011214953271028047,lower_middle_income
5630,EGY,1971,0.8829293012049655,0.7580464527438281,0.07775127758203193,1.0,0.49519230769230754,0.008971962616822437,lower_middle_income
5631,EGY,1972,0.8758044988211304,0.7433412864585869,0.08034448540723718,1.0,0.5048076923076921,0.006728971962616828,lower_middle_income
5632,EGY,1973,0.8635606412322145,0.7232555874762622,0.08995374780684512,1.0,0.5072115384615383,0.0044859813084112184,lower_middle_income
5633,EGY,1974,0.8440311573555696,0.7102059697132005,0.08836146837233677,1.0,0.5288461538461536,0.0022429906542056092,lower_middle_income
5634,EGY,1975,0.8187818044442017,0.7014656473681647,0.11869756535582267,1.0,0.548076923076923,0.0,lower_middle_income
5635,EGY,1976,0.7902613540158943,0.6932365973608609,0.17097936582459358,1.0,0.5673076923076922,0.02093457943925235,lower_middle_income
5636,EGY,1977,0.7608093387103136,0.6869552514972974,0.193029291193522,1.0,0.5841346153846153,0.04186915887850466,lower_middle_income
5637,EGY,1978,0.73194296516797,0.6815747188002141,0.17811390808141006,1.0,0.6057692307692306,0.06280373831775701,lower_middle_income
5638,EGY,1979,0.703650095735739,0.6778253883235137,0.19717663192006946,1.0,0.6249999999999998,0.08373831775700936,lower_middle_income
5639,EGY,1980,0.6757577688566028,0.6477090130009251,0.22693355165654056,1.0,0.6442307692307692,0.10467289719626169,lower_middle_income
5640,EGY,1981,0.6468003629158284,0.614549349953742,0.2682166931153821,1.0,0.6562499999999999,0.10953271028037384,lower_middle_income
5641,EGY,1982,0.6145566873917093,0.5974338997906217,0.33753419752163216,1.0,0.675480769230769,0.11439252336448599,lower_middle_income
5642,EGY,1983,0.5786929568233334,0.5882796903150411,0.42785551993693405,1.0,0.6995192307692306,0.1192523364485981,lower_middle_income
