Country,Year,Region,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
Oman,2000,Middle East and North Africa,2.33436,0.248488,,19507.452507,,6.09209363255391,23.361,3.518,1.1992153705,72.126,0.0763305239510348,12.5,0.578174191709606,28.431,0.598,0.073,7.03,11.133,,,,2267973.0
Oman,2001,Middle East and North Africa,2.33436,0.248488,,19452.000476,,5.96325239278621,23.361,3.413,1.1992153705,72.58,0.0728851195346485,12.5,1.18284973964429,28.451,0.598,0.073,6.66,16.39,,,,2294959.0
Oman,2002,Middle East and North Africa,2.32039,0.332089,,20142.756174,,5.56151384165489,22.747,3.319,1.1992153705,73.022,0.0699499913000439,12.5,1.72369537207283,28.471,0.607,0.073,6.79,18.916,,,,2334860.0
Oman,2003,Middle East and North Africa,2.20656,0.377924,,21633.708221,,5.32523189594428,22.299,3.233,1.4667893741,73.447,0.0673143037553772,11.9,2.17351234470412,28.491,0.607,0.073,6.77,21.059,,,,2386164.0
Oman,2004,Middle East and North Africa,1.93687,0.462438,,24763.713001,,4.98021195782093,22.004,3.153,1.7174233416,73.851,0.0630070678967839,11.4,2.45723592961461,28.173,0.607,0.073,6.24,22.491,,,,2445524.0
Oman,2005,Middle East and North Africa,1.61647,0.638251,,31081.991724,,4.85813198488487,21.838,3.079,2.110499376,74.23,0.0596926871714514,11.0,2.65228150848964,27.6,0.616,0.073,6.09,24.551,,,,2511254.0
Oman,2006,Middle East and North Africa,1.40188,0.585469,,37215.779657,,4.66149141938446,21.77,3.011,4.688554077,74.577,0.0569259167072227,10.7,2.72989868376688,27.033,0.616,0.072,5.42,26.977,,,,2580753.0
Oman,2007,Middle East and North Africa,1.37737,0.453108,,42085.37949,,4.35169873652594,21.757,2.95,1.3924630866,74.893,0.0576040019284539,10.5,2.91774191233045,26.473,0.619,0.072,5.58,28.584,,,,2657162.0
Oman,2008,Middle East and North Africa,1.11624,0.410347,,60905.452458,,4.03040123073018,21.757,2.894,1.7084969734,75.179,0.0569372485751838,10.3,3.46898516916294,25.92,0.624,0.072,5.41,31.98,,,,2750956.0
Oman,2009,Middle East and North Africa,1.47655,0.289923,,48388.363516,,3.69356314106896,21.737,2.843,1.2864258431,75.44,0.0584903110448886,10.2,4.45166232941484,25.376,0.623,0.072,6.02,34.082,,,,2876186.0
Oman,2010,Middle East and North Africa,1.42424,0.265812,,56913.065779,,3.35192821453482,21.676,2.794,1.5782023946,75.682,0.0600296704757253,10.1,5.58643325914853,24.839,0.621,0.072,6.7,36.837,,,,3041435.0
Oman,2011,Middle East and North Africa,1.25646,0.228307,,67872.692583,,3.00814824154534,21.57,2.745,1.0457992398,75.916,0.0612252247149893,10.0,6.66645722749049,23.817,0.617,0.112,5.3,37.837,,,,3251102.0
Oman,2012,Middle East and North Africa,1.1602,0.296144,,76511.059935,,2.68378962515453,21.424,2.695,1.1149129324,76.149,0.0619128282682178,9.8,7.32062229729818,22.436,0.617,0.128,4.77,39.006,,,,3498031.0
Oman,2013,Middle East and North Africa,1.3077,0.229753,,78555.637365,,2.40288755508748,21.24,2.643,2.5764946657,76.388,0.0626500199797853,9.7,7.34958283177602,21.118,0.635,0.128,5.43,39.337,,,,3764805.0
Oman,2014,Middle East and North Africa,1.2784,0.249041,,80686.854744,,2.17621508042967,21.005,2.592,0.2979697089,76.634,0.0632959049401584,9.7,6.73889353552856,19.855,0.638,0.125,6.69,38.882,,,,4027255.0
Oman,2015,Middle East and North Africa,1.9904,0.158,,68399.663321,,2.00061465692864,20.697,2.542,0.37494074179,76.887,0.064278638345346,9.6,5.7905914207208,18.65,0.638,0.123,7.57,39.563,,,,4267341.0
Oman,2016,Middle East and North Africa,2.27794,0.127936,,65480.50717,,1.89284560743026,20.292,2.498,0.40185594938,77.142,0.0643195853447769,9.6,4.84573377215671,17.5,0.638,0.127,7.57,39.604,,,,4479217.0
Oman,2017,Middle East and North Africa,2.27379,0.132565,,70598.026283,,1.83066718081149,19.786,2.462,0.51436735173,77.393,0.0640235107900696,9.6,4.08380596990524,16.44,0.613,0.134,7.57,39.611,,,,4665926.0
Oman,2018,Middle East and North Africa,2.12114,0.11656,,79788.76897,,1.79878747827752,19.189,2.436,0.26918034172,77.633,0.0640235107900696,9.6,3.44516591013401,15.461,0.615,0.141,7.98,39.611,,,,4829476.0
Oman,2019,Middle East and North Africa,2.35295,0.082628,,76331.518668,,1.79878747827752,19.189,2.422,0.26918034172,77.861,0.0640235107900696,9.5,2.96857894027324,14.557,0.625,0.143,7.98,39.611,,,,4974992.0
Oman,2020,Middle East and North Africa,2.32515,0.082628,,63367.601873,,1.79878747827752,19.189,2.42,0.26918034172,78.078,0.0640235107900696,9.5,2.61143663007279,13.724,0.619,0.143,7.98,39.611,,,,5106622.0
